HDR,ROLLING SYSTEM DEMAND
VD,20210905003500,21059
VD,20210905004000,21051
VD,20210905004500,21045
VD,20210905005000,21036
VD,20210905005500,20924
VD,20210905010000,20883
VD,20210905010500,21025
VD,20210905011000,20962
VD,20210905011500,20902
VD,20210905012000,20819
VD,20210905012500,20906
VD,20210905013000,20953
VD,20210905013500,20953
VD,20210905014000,20901
VD,20210905014500,20716
VD,20210905015000,20563
VD,20210905015500,20505
VD,20210905020000,20441
VD,20210905020500,20459
VD,20210905021000,20450
VD,20210905021500,20446
VD,20210905022000,20431
VD,20210905022500,20563
VD,20210905023000,20493
VD,20210905023500,20481
VD,20210905024000,20461
VD,20210905024500,20432
VD,20210905025000,20313
VD,20210905025500,20264
VD,20210905030000,20185
VD,20210905030500,20164
VD,20210905031000,20285
VD,20210905031500,20261
VD,20210905032000,20254
VD,20210905032500,20320
VD,20210905033000,20325
VD,20210905033500,20302
VD,20210905034000,20295
VD,20210905034500,20273
VD,20210905035000,20225
VD,20210905035500,20233
VD,20210905040000,20192
VD,20210905040500,20306
VD,20210905041000,20202
VD,20210905041500,20156
VD,20210905042000,20157
VD,20210905042500,20242
VD,20210905043000,20142
VD,20210905043500,20213
VD,20210905044000,20306
VD,20210905044500,20316
VD,20210905045000,20398
VD,20210905045500,20528
VD,20210905050000,20594
VD,20210905050500,20748
VD,20210905051000,20852
VD,20210905051500,20885
VD,20210905052000,20892
VD,20210905052500,20868
VD,20210905053000,20877
VD,20210905053500,20887
VD,20210905054000,20957
VD,20210905054500,21090
VD,20210905055000,21185
VD,20210905055500,21303
VD,20210905060000,21380
VD,20210905060500,21564
VD,20210905061000,21591
VD,20210905061500,21563
VD,20210905062000,21584
VD,20210905062500,21691
VD,20210905063000,21754
VD,20210905063500,21917
VD,20210905064000,22081
VD,20210905064500,22086
VD,20210905065000,22126
VD,20210905065500,22195
VD,20210905070000,22321
VD,20210905070500,22745
VD,20210905071000,23055
VD,20210905071500,23245
VD,20210905072000,23380
VD,20210905072500,23515
VD,20210905073000,23667
VD,20210905073500,23692
VD,20210905074000,23770
VD,20210905074500,23901
VD,20210905075000,24048
VD,20210905075500,24231
VD,20210905080000,24326
VD,20210905080500,24543
VD,20210905081000,24708
VD,20210905081500,24832
VD,20210905082000,24983
VD,20210905082500,25103
VD,20210905083000,25116
VD,20210905083500,25122
VD,20210905084000,25288
VD,20210905084500,25352
VD,20210905085000,25274
VD,20210905085500,25238
VD,20210905090000,25241
VD,20210905090500,25355
VD,20210905091000,25253
VD,20210905091500,25172
VD,20210905092000,25157
VD,20210905092500,25241
VD,20210905093000,25187
VD,20210905093500,25083
VD,20210905094000,24933
VD,20210905094500,24948
VD,20210905095000,24939
VD,20210905095500,24879
VD,20210905100000,24807
VD,20210905100500,24870
VD,20210905101000,24794
VD,20210905101500,24808
VD,20210905102000,24749
VD,20210905102500,24613
VD,20210905103000,24596
VD,20210905103500,24589
VD,20210905104000,24590
VD,20210905104500,24569
VD,20210905105000,24531
VD,20210905105500,24522
VD,20210905110000,24531
VD,20210905110500,24535
VD,20210905111000,24569
VD,20210905111500,24472
VD,20210905112000,24385
VD,20210905112500,24361
VD,20210905113000,24283
VD,20210905113500,24197
VD,20210905114000,24173
VD,20210905114500,24194
VD,20210905115000,24170
VD,20210905115500,24148
VD,20210905120000,24120
VD,20210905120500,24028
VD,20210905121000,23966
VD,20210905121500,23902
VD,20210905122000,23897
VD,20210905122500,23876
VD,20210905123000,23817
VD,20210905123500,23777
VD,20210905124000,23655
VD,20210905124500,23619
VD,20210905125000,23684
VD,20210905125500,23789
VD,20210905130000,23758
VD,20210905130500,23756
VD,20210905131000,23680
VD,20210905131500,23638
VD,20210905132000,23622
VD,20210905132500,23630
VD,20210905133000,23623
VD,20210905133500,23694
VD,20210905134000,23719
VD,20210905134500,23791
VD,20210905135000,23885
VD,20210905135500,23989
VD,20210905140000,24092
VD,20210905140500,24205
VD,20210905141000,24306
VD,20210905141500,24430
VD,20210905142000,24527
VD,20210905142500,24626
VD,20210905143000,24680
VD,20210905143500,24833
VD,20210905144000,25061
VD,20210905144500,25237
VD,20210905145000,25399
VD,20210905145500,25623
VD,20210905150000,25709
VD,20210905150500,25933
VD,20210905151000,26094
VD,20210905151500,26345
VD,20210905152000,26503
VD,20210905152500,26715
VD,20210905153000,26936
VD,20210905153500,27089
VD,20210905154000,27281
VD,20210905154500,27426
VD,20210905155000,27711
VD,20210905155500,27984
VD,20210905160000,28201
VD,20210905160500,28392
VD,20210905161000,28572
VD,20210905161500,28765
VD,20210905162000,28950
VD,20210905162500,29248
VD,20210905163000,29423
VD,20210905163500,29484
VD,20210905164000,29406
VD,20210905164500,29379
VD,20210905165000,29580
VD,20210905165500,29894
VD,20210905170000,30039
VD,20210905170500,30061
VD,20210905171000,29954
VD,20210905171500,30011
VD,20210905172000,30260
VD,20210905172500,30493
VD,20210905173000,30506
VD,20210905173500,30604
VD,20210905174000,30636
VD,20210905174500,30623
VD,20210905175000,30661
VD,20210905175500,30679
VD,20210905180000,30729
VD,20210905180500,30906
VD,20210905181000,30939
VD,20210905181500,30909
VD,20210905182000,30981
VD,20210905182500,30771
VD,20210905183000,30642
VD,20210905183500,30778
VD,20210905184000,30700
VD,20210905184500,30676
VD,20210905185000,30649
VD,20210905185500,30665
VD,20210905190000,30724
VD,20210905190500,30999
VD,20210905191000,30957
VD,20210905191500,30909
VD,20210905192000,30860
VD,20210905192500,30816
VD,20210905193000,30683
VD,20210905193500,30591
VD,20210905194000,30689
VD,20210905194500,30628
VD,20210905195000,30510
VD,20210905195500,30352
VD,20210905200000,30176
VD,20210905200500,29937
VD,20210905201000,29401
VD,20210905201500,29104
VD,20210905202000,28898
VD,20210905202500,28741
VD,20210905203000,28525
VD,20210905203500,28328
VD,20210905204000,28306
VD,20210905204500,28332
VD,20210905205000,28194
VD,20210905205500,27967
VD,20210905210000,27764
VD,20210905210500,27715
VD,20210905211000,27492
VD,20210905211500,27374
VD,20210905212000,27162
VD,20210905212500,26968
VD,20210905213000,26720
VD,20210905213500,26675
VD,20210905214000,26439
VD,20210905214500,26116
VD,20210905215000,25896
VD,20210905215500,25702
VD,20210905220000,25535
VD,20210905220500,25582
VD,20210905221000,25428
VD,20210905221500,25302
VD,20210905222000,25191
VD,20210905222500,24917
VD,20210905223000,24686
VD,20210905223500,24520
VD,20210905224000,24348
VD,20210905224500,24166
VD,20210905225000,23981
VD,20210905225500,23834
VD,20210905230000,23709
VD,20210905230500,23738
VD,20210905231000,23683
VD,20210905231500,23637
VD,20210905232000,23553
VD,20210905232500,23469
VD,20210905233000,23378
VD,20210905233500,23361
VD,20210905234000,23310
VD,20210905234500,23195
VD,20210905235000,23111
VD,20210905235500,23031
VD,20210906000000,22920
VD,20210906000500,22934
VD,20210906001000,22917
VD,20210906001500,22878
VD,20210906002000,22775
VD,20210906002500,22736
VD,20210906003000,22683
VD,20210906003500,22720
VD,20210906004000,22739
VD,20210906004500,22697
VD,20210906005000,22633
VD,20210906005500,22550
VD,20210906010000,22516
VD,20210906010500,22530
VD,20210906011000,22542
VD,20210906011500,22541
VD,20210906012000,22434
VD,20210906012500,22390
VD,20210906013000,22370
VD,20210906013500,22327
VD,20210906014000,22258
VD,20210906014500,22231
VD,20210906015000,22178
VD,20210906015500,22174
VD,20210906020000,22158
VD,20210906020500,22119
VD,20210906021000,21942
VD,20210906021500,21893
VD,20210906022000,21911
VD,20210906022500,21865
VD,20210906023000,21805
VD,20210906023500,21901
VD,20210906024000,21838
VD,20210906024500,21796
VD,20210906025000,21731
VD,20210906025500,21742
VD,20210906030000,21792
VD,20210906030500,21778
VD,20210906031000,21955
VD,20210906031500,22079
VD,20210906032000,22134
VD,20210906032500,22136
VD,20210906033000,22142
VD,20210906033500,22200
VD,20210906034000,22191
VD,20210906034500,22106
VD,20210906035000,22002
VD,20210906035500,22006
VD,20210906040000,21940
VD,20210906040500,21948
VD,20210906041000,22018
VD,20210906041500,22128
VD,20210906042000,22162
VD,20210906042500,22262
VD,20210906043000,22507
VD,20210906043500,22496
VD,20210906044000,22609
VD,20210906044500,22680
VD,20210906045000,22747
VD,20210906045500,23067
VD,20210906050000,23408
VD,20210906050500,23794
VD,20210906051000,24200
VD,20210906051500,24531
VD,20210906052000,24755
VD,20210906052500,24882
VD,20210906053000,25172
VD,20210906053500,25328
VD,20210906054000,25519
VD,20210906054500,25764
VD,20210906055000,26102
VD,20210906055500,26408
VD,20210906060000,26748
VD,20210906060500,27126
VD,20210906061000,27688
VD,20210906061500,27984
VD,20210906062000,28132
VD,20210906062500,28409
VD,20210906063000,28658
VD,20210906063500,28812
VD,20210906064000,29029
VD,20210906064500,29276
VD,20210906065000,29300
VD,20210906065500,29448
VD,20210906070000,29610
VD,20210906070500,29827
VD,20210906071000,30018
VD,20210906071500,30113
VD,20210906072000,30231
VD,20210906072500,30249
VD,20210906073000,30224
VD,20210906073500,30192
VD,20210906074000,30164
VD,20210906074500,30187
VD,20210906075000,30278
VD,20210906075500,30273
VD,20210906080000,30265
VD,20210906080500,30374
VD,20210906081000,30557
VD,20210906081500,30712
VD,20210906082000,30723
VD,20210906082500,30671
VD,20210906083000,30564
VD,20210906083500,30537
VD,20210906084000,30390
VD,20210906084500,30267
VD,20210906085000,30442
VD,20210906085500,30486
VD,20210906090000,30445
VD,20210906090500,30083
VD,20210906091000,29938
VD,20210906091500,29859
VD,20210906092000,29779
VD,20210906092500,29729
VD,20210906093000,29571
VD,20210906093500,29493
VD,20210906094000,29457
VD,20210906094500,29395
VD,20210906095000,29509
VD,20210906095500,29541
VD,20210906100000,29740
VD,20210906100500,29831
VD,20210906101000,29818
VD,20210906101500,29935
VD,20210906102000,29918
VD,20210906102500,29986
VD,20210906103000,29850
VD,20210906103500,29820
VD,20210906104000,29693
VD,20210906104500,29454
VD,20210906105000,29569
VD,20210906105500,29499
VD,20210906110000,29436
VD,20210906110500,29377
VD,20210906111000,29321
VD,20210906111500,29352
VD,20210906112000,29587
VD,20210906112500,29540
VD,20210906113000,29474
VD,20210906113500,29541
VD,20210906114000,29556
VD,20210906114500,29646
VD,20210906115000,29649
VD,20210906115500,29566
VD,20210906120000,29509
VD,20210906120500,29593
VD,20210906121000,29669
VD,20210906121500,29719
VD,20210906122000,29633
VD,20210906122500,29658
VD,20210906123000,29620
VD,20210906123500,29519
VD,20210906124000,29475
VD,20210906124500,29386
VD,20210906125000,29296
VD,20210906125500,29181
VD,20210906130000,29064
VD,20210906130500,29221
VD,20210906131000,29258
VD,20210906131500,29050
VD,20210906132000,29110
VD,20210906132500,29129
VD,20210906133000,29085
VD,20210906133500,29013
VD,20210906134000,28913
VD,20210906134500,28835
VD,20210906135000,28885
VD,20210906135500,28994
VD,20210906140000,29048
VD,20210906140500,29185
VD,20210906141000,29193
VD,20210906141500,29126
VD,20210906142000,29164
VD,20210906142500,29325
VD,20210906143000,29420
VD,20210906143500,29493
VD,20210906144000,29738
VD,20210906144500,29983
VD,20210906145000,30176
VD,20210906145500,30360
VD,20210906150000,30476
VD,20210906150500,30465
VD,20210906151000,30514
VD,20210906151500,30858
VD,20210906152000,31128
VD,20210906152500,31180
VD,20210906153000,31238
VD,20210906153500,31230
VD,20210906154000,31208
VD,20210906154500,31396
VD,20210906155000,31599
VD,20210906155500,31711
VD,20210906160000,31826
VD,20210906160500,32054
VD,20210906161000,32259
VD,20210906161500,32366
VD,20210906162000,32653
VD,20210906162500,32890
VD,20210906163000,33014
VD,20210906163500,33195
VD,20210906164000,33296
VD,20210906164500,33361
VD,20210906165000,33544
VD,20210906165500,33668
VD,20210906170000,33750
VD,20210906170500,33588
VD,20210906171000,33730
VD,20210906171500,33699
VD,20210906172000,33636
VD,20210906172500,33637
VD,20210906173000,33641
VD,20210906173500,33721
VD,20210906174000,33732
VD,20210906174500,33647
VD,20210906175000,33537
VD,20210906175500,33476
VD,20210906180000,33504
VD,20210906180500,33619
VD,20210906181000,33727
VD,20210906181500,33735
VD,20210906182000,33776
VD,20210906182500,33781
VD,20210906183000,33696
VD,20210906183500,33727
VD,20210906184000,33760
VD,20210906184500,33684
VD,20210906185000,33762
VD,20210906185500,33834
VD,20210906190000,33824
VD,20210906190500,34013
VD,20210906191000,34083
VD,20210906191500,34089
VD,20210906192000,34034
VD,20210906192500,33911
VD,20210906193000,33748
VD,20210906193500,33650
VD,20210906194000,33591
VD,20210906194500,33398
VD,20210906195000,33218
VD,20210906195500,32974
VD,20210906200000,32807
VD,20210906200500,32784
VD,20210906201000,32618
VD,20210906201500,32205
VD,20210906202000,31897
VD,20210906202500,31683
VD,20210906203000,31409
VD,20210906203500,31218
VD,20210906204000,31157
VD,20210906204500,30937
VD,20210906205000,30710
VD,20210906205500,30492
VD,20210906210000,30238
VD,20210906210500,30084
VD,20210906211000,29882
VD,20210906211500,29524
VD,20210906212000,29277
VD,20210906212500,29034
VD,20210906213000,28670
VD,20210906213500,28415
VD,20210906214000,28209
VD,20210906214500,28132
VD,20210906215000,27965
VD,20210906215500,27791
VD,20210906220000,27720
VD,20210906220500,27781
VD,20210906221000,27576
VD,20210906221500,27451
VD,20210906222000,27211
VD,20210906222500,27170
VD,20210906223000,26979
VD,20210906223500,26869
VD,20210906224000,26652
VD,20210906224500,26384
VD,20210906225000,26135
VD,20210906225500,25951
VD,20210906230000,25773
VD,20210906230500,25775
VD,20210906231000,25764
VD,20210906231500,25567
VD,20210906232000,25419
VD,20210906232500,25354
VD,20210906233000,25258
VD,20210906233500,25097
VD,20210906234000,25103
VD,20210906234500,25112
VD,20210906235000,24933
VD,20210906235500,24803
VD,20210907000000,24683
VD,20210907000500,24452
VD,20210907001000,24270
VD,20210907001500,24224
VD,20210907002000,24112
VD,20210907002500,24051
VD,20210907003000,24001
VD,20210907003500,24074
VD,20210907004000,24060
VD,20210907004500,23995
VD,20210907005000,23949
VD,20210907005500,23920
VD,20210907010000,23822
VD,20210907010500,23552
VD,20210907011000,23422
VD,20210907011500,23325
VD,20210907012000,23258
VD,20210907012500,23193
VD,20210907013000,23180
VD,20210907013500,23317
VD,20210907014000,23344
VD,20210907014500,23374
VD,20210907015000,23368
VD,20210907015500,23361
VD,20210907020000,23324
VD,20210907020500,23352
VD,20210907021000,23369
VD,20210907021500,23339
VD,20210907022000,23278
VD,20210907022500,23225
VD,20210907023000,23050
VD,20210907023500,23036
VD,20210907024000,23027
VD,20210907024500,22998
VD,20210907025000,22924
VD,20210907025500,22903
VD,20210907030000,22888
VD,20210907030500,22848
VD,20210907031000,22866
VD,20210907031500,23136
VD,20210907032000,22888
VD,20210907032500,22845
VD,20210907033000,22834
VD,20210907033500,22868
VD,20210907034000,22860
VD,20210907034500,22833
VD,20210907035000,22828
VD,20210907035500,23008
VD,20210907040000,23084
VD,20210907040500,23166
VD,20210907041000,23452
VD,20210907041500,23667
VD,20210907042000,23673
VD,20210907042500,23773
VD,20210907043000,23867
VD,20210907043500,23868
VD,20210907044000,23896
VD,20210907044500,24175
VD,20210907045000,24439
VD,20210907045500,24761
VD,20210907050000,25000
VD,20210907050500,25488
VD,20210907051000,25982
VD,20210907051500,26204
VD,20210907052000,26465
VD,20210907052500,26713
VD,20210907053000,26794
VD,20210907053500,26869
VD,20210907054000,27025
VD,20210907054500,27217
VD,20210907055000,27409
VD,20210907055500,27794
VD,20210907060000,28156
VD,20210907060500,28813
VD,20210907061000,29397
VD,20210907061500,29825
VD,20210907062000,30031
VD,20210907062500,30019
VD,20210907063000,30062
VD,20210907063500,30165
VD,20210907064000,30294
VD,20210907064500,30443
VD,20210907065000,30557
VD,20210907065500,30669
VD,20210907070000,30745
VD,20210907070500,30911
VD,20210907071000,31116
VD,20210907071500,31360
VD,20210907072000,31389
VD,20210907072500,31347
VD,20210907073000,31176
VD,20210907073500,31169
VD,20210907074000,31082
VD,20210907074500,30995
VD,20210907075000,30993
VD,20210907075500,31013
VD,20210907080000,31041
VD,20210907080500,31156
VD,20210907081000,31219
VD,20210907081500,31250
VD,20210907082000,31228
VD,20210907082500,31140
VD,20210907083000,31042
VD,20210907083500,31001
VD,20210907084000,30945
VD,20210907084500,30727
VD,20210907085000,30722
VD,20210907085500,30566
VD,20210907090000,30367
VD,20210907090500,30375
VD,20210907091000,30486
VD,20210907091500,30360
VD,20210907092000,30188
VD,20210907092500,30092
VD,20210907093000,30054
VD,20210907093500,29974
VD,20210907094000,29995
VD,20210907094500,30076
VD,20210907095000,30021
VD,20210907095500,30035
VD,20210907100000,30050
VD,20210907100500,30009
VD,20210907101000,29951
VD,20210907101500,29813
VD,20210907102000,29708
VD,20210907102500,29732
VD,20210907103000,29806
VD,20210907103500,29834
VD,20210907104000,29869
VD,20210907104500,29864
VD,20210907105000,29903
VD,20210907105500,29952
VD,20210907110000,30055
VD,20210907110500,30133
VD,20210907111000,30190
VD,20210907111500,30298
VD,20210907112000,30325
VD,20210907112500,30307
VD,20210907113000,30244
VD,20210907113500,30269
VD,20210907114000,30306
VD,20210907114500,30300
VD,20210907115000,30260
VD,20210907115500,30186
VD,20210907120000,30098
VD,20210907120500,30153
VD,20210907121000,30193
VD,20210907121500,30107
VD,20210907122000,29975
VD,20210907122500,29929
VD,20210907123000,29839
VD,20210907123500,29799
VD,20210907124000,29756
VD,20210907124500,29808
VD,20210907125000,29813
VD,20210907125500,29805
VD,20210907130000,29764
VD,20210907130500,29852
VD,20210907131000,29808
VD,20210907131500,29839
VD,20210907132000,29837
VD,20210907132500,29826
VD,20210907133000,29733
VD,20210907133500,29760
VD,20210907134000,29710
VD,20210907134500,29685
VD,20210907135000,29684
VD,20210907135500,29821
VD,20210907140000,29781
VD,20210907140500,29607
VD,20210907141000,29861
VD,20210907141500,29818
VD,20210907142000,29832
VD,20210907142500,29897
VD,20210907143000,29924
VD,20210907143500,30107
VD,20210907144000,30169
VD,20210907144500,30104
VD,20210907145000,30131
VD,20210907145500,30258
VD,20210907150000,30782
VD,20210907150500,31100
VD,20210907151000,31068
VD,20210907151500,31112
VD,20210907152000,31238
VD,20210907152500,31196
VD,20210907153000,31192
VD,20210907153500,31504
VD,20210907154000,31903
VD,20210907154500,32311
VD,20210907155000,32581
VD,20210907155500,32723
VD,20210907160000,32755
VD,20210907160500,32803
VD,20210907161000,32793
VD,20210907161500,32892
VD,20210907162000,32997
VD,20210907162500,33184
VD,20210907163000,33331
VD,20210907163500,33406
VD,20210907164000,33447
VD,20210907164500,33592
VD,20210907165000,33688
VD,20210907165500,33705
VD,20210907170000,33694
VD,20210907170500,33629
VD,20210907171000,33623
VD,20210907171500,33633
VD,20210907172000,33684
VD,20210907172500,33752
VD,20210907173000,33791
VD,20210907173500,33843
VD,20210907174000,33900
VD,20210907174500,33736
VD,20210907175000,33617
VD,20210907175500,33544
VD,20210907180000,33403
VD,20210907180500,33149
VD,20210907181000,33096
VD,20210907181500,33083
VD,20210907182000,33029
VD,20210907182500,32963
VD,20210907183000,33097
VD,20210907183500,33351
VD,20210907184000,33375
VD,20210907184500,33280
VD,20210907185000,33385
VD,20210907185500,33318
VD,20210907190000,33346
VD,20210907190500,33318
VD,20210907191000,33362
VD,20210907191500,33434
VD,20210907192000,33414
VD,20210907192500,33228
VD,20210907193000,32971
VD,20210907193500,32729
VD,20210907194000,32463
VD,20210907194500,32261
VD,20210907195000,32111
VD,20210907195500,31817
VD,20210907200000,31535
VD,20210907200500,31562
VD,20210907201000,31769
VD,20210907201500,31604
VD,20210907202000,31366
VD,20210907202500,31075
VD,20210907203000,30701
VD,20210907203500,30381
VD,20210907204000,30095
VD,20210907204500,30006
VD,20210907205000,29891
VD,20210907205500,29623
VD,20210907210000,29315
VD,20210907210500,29432
VD,20210907211000,29243
VD,20210907211500,28653
VD,20210907212000,28341
VD,20210907212500,28279
VD,20210907213000,28041
VD,20210907213500,27918
VD,20210907214000,27763
VD,20210907214500,27605
VD,20210907215000,27436
VD,20210907215500,27209
VD,20210907220000,26988
VD,20210907220500,26706
VD,20210907221000,26440
VD,20210907221500,26216
VD,20210907222000,26087
VD,20210907222500,25904
VD,20210907223000,25669
VD,20210907223500,25536
FTR,2000
