HDR,ROLLING SYSTEM DEMAND
20210905093000,25187.0
20210905093500,25083.0
20210905094000,24933.0
20210905094500,24948.0
20210905095000,24939.0
20210905095500,24879.0
20210905100000,24807.0
20210905100500,24870.0
20210905101000,24794.0
20210905101500,24808.0
20210905102000,24749.0
20210905102500,24613.0
20210905103000,24596.0
20210905103500,24589.0
20210905104000,24590.0
20210905104500,24569.0
20210905105000,24531.0
20210905105500,24522.0
20210905110000,24531.0
20210905110500,24535.0
20210905111000,24569.0
20210905111500,24472.0
20210905112000,24385.0
20210905112500,24361.0
20210905113000,24283.0
20210905113500,24197.0
20210905114000,24173.0
20210905114500,24194.0
20210905115000,24170.0
20210905115500,24148.0
20210905120000,24120.0
20210905120500,24028.0
20210905121000,23966.0
20210905121500,23902.0
20210905122000,23897.0
20210905122500,23876.0
20210905123000,23817.0
20210905123500,23777.0
20210905124000,23655.0
20210905124500,23619.0
20210905125000,23684.0
20210905125500,23789.0
20210905130000,23758.0
20210905130500,23756.0
20210905131000,23680.0
20210905131500,23638.0
20210905132000,23622.0
20210905132500,23630.0
20210905133000,23623.0
20210905133500,23694.0
20210905134000,23719.0
20210905134500,23791.0
20210905135000,23885.0
20210905135500,23989.0
20210905140000,24092.0
20210905140500,24205.0
20210905141000,24306.0
20210905141500,24430.0
20210905142000,24527.0
20210905142500,24626.0
20210905143000,24680.0
20210905143500,24833.0
20210905144000,25061.0
20210905144500,25237.0
20210905145000,25399.0
20210905145500,25623.0
20210905150000,25709.0
20210905150500,25933.0
20210905151000,26094.0
20210905151500,26345.0
20210905152000,26503.0
20210905152500,26715.0
20210905153000,26936.0
20210905153500,27089.0
20210905154000,27281.0
20210905154500,27426.0
20210905155000,27711.0
20210905155500,27984.0
20210905160000,28201.0
20210905160500,28392.0
20210905161000,28572.0
20210905161500,28765.0
20210905162000,28950.0
20210905162500,29248.0
20210905163000,29423.0
20210905163500,29484.0
20210905164000,29406.0
20210905164500,29379.0
20210905165000,29580.0
20210905165500,29894.0
20210905170000,30039.0
20210905170500,30061.0
20210905171000,29954.0
20210905171500,30011.0
20210905172000,30260.0
20210905172500,30493.0
20210905173000,30506.0
20210905173500,30604.0
20210905174000,30636.0
20210905174500,30623.0
20210905175000,30661.0
20210905175500,30679.0
20210905180000,30729.0
20210905180500,30906.0
20210905181000,30939.0
20210905181500,30909.0
20210905182000,30981.0
20210905182500,30771.0
20210905183000,30642.0
20210905183500,30778.0
20210905184000,30700.0
20210905184500,30676.0
20210905185000,30649.0
20210905185500,30665.0
20210905190000,30724.0
20210905190500,30999.0
20210905191000,30957.0
20210905191500,30909.0
20210905192000,30860.0
20210905192500,30816.0
20210905193000,30683.0
20210905193500,30591.0
20210905194000,30689.0
20210905194500,30628.0
20210905195000,30510.0
20210905195500,30352.0
20210905200000,30176.0
20210905200500,29937.0
20210905201000,29401.0
20210905201500,29104.0
20210905202000,28898.0
20210905202500,28741.0
20210905203000,28525.0
20210905203500,28328.0
20210905204000,28306.0
20210905204500,28332.0
20210905205000,28194.0
20210905205500,27967.0
20210905210000,27764.0
20210905210500,27715.0
20210905211000,27492.0
20210905211500,27374.0
20210905212000,27162.0
20210905212500,26968.0
20210905213000,26720.0
20210905213500,26675.0
20210905214000,26439.0
20210905214500,26116.0
20210905215000,25896.0
20210905215500,25702.0
20210905220000,25535.0
20210905220500,25582.0
20210905221000,25428.0
20210905221500,25302.0
20210905222000,25191.0
20210905222500,24917.0
20210905223000,24686.0
20210905223500,24520.0
20210905224000,24348.0
20210905224500,24166.0
20210905225000,23981.0
20210905225500,23834.0
20210905230000,23709.0
20210905230500,23738.0
20210905231000,23683.0
20210905231500,23637.0
20210905232000,23553.0
20210905232500,23469.0
20210905233000,23378.0
20210905233500,23361.0
20210905234000,23310.0
20210905234500,23195.0
20210905235000,23111.0
20210905235500,23031.0
20210906000000,22920.0
20210906000500,22934.0
20210906001000,22917.0
20210906001500,22878.0
20210906002000,22775.0
20210906002500,22736.0
20210906003000,22683.0
20210906003500,22720.0
20210906004000,22739.0
20210906004500,22697.0
20210906005000,22633.0
20210906005500,22550.0
20210906010000,22516.0
20210906010500,22530.0
20210906011000,22542.0
20210906011500,22541.0
20210906012000,22434.0
20210906012500,22390.0
20210906013000,22370.0
20210906013500,22327.0
20210906014000,22258.0
20210906014500,22231.0
20210906015000,22178.0
20210906015500,22174.0
20210906020000,22158.0
20210906020500,22119.0
20210906021000,21942.0
20210906021500,21893.0
20210906022000,21911.0
20210906022500,21865.0
20210906023000,21805.0
20210906023500,21901.0
20210906024000,21838.0
20210906024500,21796.0
20210906025000,21731.0
20210906025500,21742.0
20210906030000,21792.0
20210906030500,21778.0
20210906031000,21955.0
20210906031500,22079.0
20210906032000,22134.0
20210906032500,22136.0
20210906033000,22142.0
20210906033500,22200.0
20210906034000,22191.0
20210906034500,22106.0
20210906035000,22002.0
20210906035500,22006.0
20210906040000,21940.0
20210906040500,21948.0
20210906041000,22018.0
20210906041500,22128.0
20210906042000,22162.0
20210906042500,22262.0
20210906043000,22507.0
20210906043500,22496.0
20210906044000,22609.0
20210906044500,22680.0
20210906045000,22747.0
20210906045500,23067.0
20210906050000,23408.0
20210906050500,23794.0
20210906051000,24200.0
20210906051500,24531.0
20210906052000,24755.0
20210906052500,24882.0
20210906053000,25172.0
20210906053500,25328.0
20210906054000,25519.0
20210906054500,25764.0
20210906055000,26102.0
20210906055500,26408.0
20210906060000,26748.0
20210906060500,27126.0
20210906061000,27688.0
20210906061500,27984.0
20210906062000,28132.0
20210906062500,28409.0
20210906063000,28658.0
20210906063500,28812.0
20210906064000,29029.0
20210906064500,29276.0
20210906065000,29300.0
20210906065500,29448.0
20210906070000,29610.0
20210906070500,29827.0
20210906071000,30018.0
20210906071500,30113.0
20210906072000,30231.0
20210906072500,30249.0
20210906073000,30224.0
20210906073500,30192.0
20210906074000,30164.0
20210906074500,30187.0
20210906075000,30278.0
20210906075500,30273.0
20210906080000,30265.0
20210906080500,30374.0
20210906081000,30557.0
20210906081500,30712.0
20210906082000,30723.0
20210906082500,30671.0
20210906083000,30564.0
20210906083500,30537.0
20210906084000,30390.0
20210906084500,30267.0
20210906085000,30442.0
20210906085500,30486.0
20210906090000,30445.0
20210906090500,30083.0
20210906091000,29938.0
20210906091500,29859.0
20210906092000,29779.0
20210906092500,29729.0
20210906093000,29571.0
20210906093500,29493.0
20210906094000,29457.0
20210906094500,29395.0
20210906095000,29509.0
20210906095500,29541.0
20210906100000,29740.0
20210906100500,29831.0
20210906101000,29818.0
20210906101500,29935.0
20210906102000,29918.0
20210906102500,29986.0
20210906103000,29850.0
20210906103500,29820.0
20210906104000,29693.0
20210906104500,29454.0
20210906105000,29569.0
20210906105500,29499.0
20210906110000,29436.0
20210906110500,29377.0
20210906111000,29321.0
20210906111500,29352.0
20210906112000,29587.0
20210906112500,29540.0
20210906113000,29474.0
20210906113500,29541.0
20210906114000,29556.0
20210906114500,29646.0
20210906115000,29649.0
20210906115500,29566.0
20210906120000,29509.0
20210906120500,29593.0
20210906121000,29669.0
20210906121500,29719.0
20210906122000,29633.0
20210906122500,29658.0
20210906123000,29620.0
20210906123500,29519.0
20210906124000,29475.0
20210906124500,29386.0
20210906125000,29296.0
20210906125500,29181.0
20210906130000,29064.0
20210906130500,29221.0
20210906131000,29258.0
20210906131500,29050.0
20210906132000,29110.0
20210906132500,29129.0
20210906133000,29085.0
20210906133500,29013.0
20210906134000,28913.0
20210906134500,28835.0
20210906135000,28885.0
20210906135500,28994.0
20210906140000,29048.0
20210906140500,29185.0
20210906141000,29193.0
20210906141500,29126.0
20210906142000,29164.0
20210906142500,29325.0
20210906143000,29420.0
20210906143500,29493.0
20210906144000,29738.0
20210906144500,29983.0
20210906145000,30176.0
20210906145500,30360.0
20210906150000,30476.0
20210906150500,30465.0
20210906151000,30514.0
20210906151500,30858.0
20210906152000,31128.0
20210906152500,31180.0
20210906153000,31238.0
20210906153500,31230.0
20210906154000,31208.0
20210906154500,31396.0
20210906155000,31599.0
20210906155500,31711.0
20210906160000,31826.0
20210906160500,32054.0
20210906161000,32259.0
20210906161500,32366.0
20210906162000,32653.0
20210906162500,32890.0
20210906163000,33014.0
20210906163500,33195.0
20210906164000,33296.0
20210906164500,33361.0
20210906165000,33544.0
20210906165500,33668.0
20210906170000,33750.0
20210906170500,33588.0
20210906171000,33730.0
20210906171500,33699.0
20210906172000,33636.0
20210906172500,33637.0
20210906173000,33641.0
20210906173500,33721.0
20210906174000,33732.0
20210906174500,33647.0
20210906175000,33537.0
20210906175500,33476.0
20210906180000,33504.0
20210906180500,33619.0
20210906181000,33727.0
20210906181500,33735.0
20210906182000,33776.0
20210906182500,33781.0
20210906183000,33696.0
20210906183500,33727.0
20210906184000,33760.0
20210906184500,33684.0
20210906185000,33762.0
20210906185500,33834.0
20210906190000,33824.0
20210906190500,34013.0
20210906191000,34083.0
20210906191500,34089.0
20210906192000,34034.0
20210906192500,33911.0
20210906193000,33748.0
20210906193500,33650.0
20210906194000,33591.0
20210906194500,33398.0
20210906195000,33218.0
20210906195500,32974.0
20210906200000,32807.0
20210906200500,32784.0
20210906201000,32618.0
20210906201500,32205.0
20210906202000,31897.0
20210906202500,31683.0
20210906203000,31409.0
20210906203500,31218.0
20210906204000,31157.0
20210906204500,30937.0
20210906205000,30710.0
20210906205500,30492.0
20210906210000,30238.0
20210906210500,30084.0
20210906211000,29882.0
20210906211500,29524.0
20210906212000,29277.0
20210906212500,29034.0
20210906213000,28670.0
20210906213500,28415.0
20210906214000,28209.0
20210906214500,28132.0
20210906215000,27965.0
20210906215500,27791.0
20210906220000,27720.0
20210906220500,27781.0
20210906221000,27576.0
20210906221500,27451.0
20210906222000,27211.0
20210906222500,27170.0
20210906223000,26979.0
20210906223500,26869.0
20210906224000,26652.0
20210906224500,26384.0
20210906225000,26135.0
20210906225500,25951.0
20210906230000,25773.0
20210906230500,25775.0
20210906231000,25764.0
20210906231500,25567.0
20210906232000,25419.0
20210906232500,25354.0
20210906233000,25258.0
20210906233500,25097.0
20210906234000,25103.0
20210906234500,25112.0
20210906235000,24933.0
20210906235500,24803.0
20210907000000,24683.0
20210907000500,24452.0
20210907001000,24270.0
20210907001500,24224.0
20210907002000,24112.0
20210907002500,24051.0
20210907003000,24001.0
20210907003500,24074.0
20210907004000,24060.0
20210907004500,23995.0
20210907005000,23949.0
20210907005500,23920.0
20210907010000,23822.0
20210907010500,23552.0
20210907011000,23422.0
20210907011500,23325.0
20210907012000,23258.0
20210907012500,23193.0
20210907013000,23180.0
20210907013500,23317.0
20210907014000,23344.0
20210907014500,23374.0
20210907015000,23368.0
20210907015500,23361.0
20210907020000,23324.0
20210907020500,23352.0
20210907021000,23369.0
20210907021500,23339.0
20210907022000,23278.0
20210907022500,23225.0
20210907023000,23050.0
20210907023500,23036.0
20210907024000,23027.0
20210907024500,22998.0
20210907025000,22924.0
20210907025500,22903.0
20210907030000,22888.0
20210907030500,22848.0
20210907031000,22866.0
20210907031500,23136.0
20210907032000,22888.0
20210907032500,22845.0
20210907033000,22834.0
20210907033500,22868.0
20210907034000,22860.0
20210907034500,22833.0
20210907035000,22828.0
20210907035500,23008.0
20210907040000,23084.0
20210907040500,23166.0
20210907041000,23452.0
20210907041500,23667.0
20210907042000,23673.0
20210907042500,23773.0
20210907043000,23867.0
20210907043500,23868.0
20210907044000,23896.0
20210907044500,24175.0
20210907045000,24439.0
20210907045500,24761.0
20210907050000,25000.0
20210907050500,25488.0
20210907051000,25982.0
20210907051500,26204.0
20210907052000,26465.0
20210907052500,26713.0
20210907053000,26794.0
20210907053500,26869.0
20210907054000,27025.0
20210907054500,27217.0
20210907055000,27409.0
20210907055500,27794.0
20210907060000,28156.0
20210907060500,28813.0
20210907061000,29397.0
20210907061500,29825.0
20210907062000,30031.0
20210907062500,30019.0
20210907063000,30062.0
20210907063500,30165.0
20210907064000,30294.0
20210907064500,30443.0
20210907065000,30557.0
20210907065500,30669.0
20210907070000,30745.0
20210907070500,30911.0
20210907071000,31116.0
20210907071500,31360.0
20210907072000,31389.0
20210907072500,31347.0
20210907073000,31176.0
20210907073500,31169.0
20210907074000,31082.0
20210907074500,30995.0
20210907075000,30993.0
20210907075500,31013.0
20210907080000,31041.0
20210907080500,31156.0
20210907081000,31219.0
20210907081500,31250.0
20210907082000,31228.0
20210907082500,31140.0
20210907083000,31042.0
20210907083500,31001.0
20210907084000,30945.0
20210907084500,30727.0
20210907085000,30722.0
20210907085500,30566.0
20210907090000,30367.0
20210907090500,30375.0
20210907091000,30486.0
20210907091500,30360.0
20210907092000,30188.0
20210907092500,30092.0
20210907093000,30054.0
20210907093500,29974.0
20210907094000,29995.0
20210907094500,30076.0
20210907095000,30021.0
20210907095500,30035.0
20210907100000,30050.0
20210907100500,30009.0
20210907101000,29951.0
20210907101500,29813.0
20210907102000,29708.0
20210907102500,29732.0
20210907103000,29806.0
20210907103500,29834.0
20210907104000,29869.0
20210907104500,29864.0
20210907105000,29903.0
20210907105500,29952.0
20210907110000,30055.0
20210907110500,30133.0
20210907111000,30190.0
20210907111500,30298.0
20210907112000,30325.0
20210907112500,30307.0
20210907113000,30244.0
20210907113500,30269.0
20210907114000,30306.0
20210907114500,30300.0
20210907115000,30260.0
20210907115500,30186.0
20210907120000,30098.0
20210907120500,30153.0
20210907121000,30193.0
20210907121500,30107.0
20210907122000,29975.0
20210907122500,29929.0
20210907123000,29839.0
20210907123500,29799.0
20210907124000,29756.0
20210907124500,29808.0
20210907125000,29813.0
20210907125500,29805.0
20210907130000,29764.0
20210907130500,29852.0
20210907131000,29808.0
20210907131500,29839.0
20210907132000,29837.0
20210907132500,29826.0
20210907133000,29733.0
20210907133500,29760.0
20210907134000,29710.0
20210907134500,29685.0
20210907135000,29684.0
20210907135500,29821.0
20210907140000,29781.0
20210907140500,29607.0
20210907141000,29861.0
20210907141500,29818.0
20210907142000,29832.0
20210907142500,29897.0
20210907143000,29924.0
20210907143500,30107.0
20210907144000,30169.0
20210907144500,30104.0
20210907145000,30131.0
20210907145500,30258.0
20210907150000,30782.0
20210907150500,31100.0
20210907151000,31068.0
20210907151500,31112.0
20210907152000,31238.0
20210907152500,31196.0
20210907153000,31192.0
20210907153500,31504.0
20210907154000,31903.0
20210907154500,32311.0
20210907155000,32581.0
20210907155500,32723.0
20210907160000,32755.0
20210907160500,32803.0
20210907161000,32793.0
20210907161500,32892.0
20210907162000,32997.0
20210907162500,33184.0
20210907163000,33331.0
20210907163500,33406.0
20210907164000,33447.0
20210907164500,33592.0
20210907165000,33688.0
20210907165500,33705.0
20210907170000,33694.0
20210907170500,33629.0
20210907171000,33623.0
20210907171500,33633.0
20210907172000,33684.0
20210907172500,33752.0
20210907173000,33791.0
20210907173500,33843.0
20210907174000,33900.0
20210907174500,33736.0
20210907175000,33617.0
20210907175500,33544.0
20210907180000,33403.0
20210907180500,33149.0
20210907181000,33096.0
20210907181500,33083.0
20210907182000,33029.0
20210907182500,32963.0
20210907183000,33097.0
20210907183500,33351.0
20210907184000,33375.0
20210907184500,33280.0
20210907185000,33385.0
20210907185500,33318.0
20210907190000,33346.0
20210907190500,33318.0
20210907191000,33362.0
20210907191500,33434.0
20210907192000,33414.0
20210907192500,33228.0
20210907193000,32971.0
20210907193500,32729.0
20210907194000,32463.0
20210907194500,32261.0
20210907195000,32111.0
20210907195500,31817.0
20210907200000,31535.0
20210907200500,31562.0
20210907201000,31769.0
20210907201500,31604.0
20210907202000,31366.0
20210907202500,31075.0
20210907203000,30701.0
20210907203500,30381.0
20210907204000,30095.0
20210907204500,30006.0
20210907205000,29891.0
20210907205500,29623.0
20210907210000,29315.0
20210907210500,29432.0
20210907211000,29243.0
20210907211500,28653.0
20210907212000,28341.0
20210907212500,28279.0
20210907213000,28041.0
20210907213500,27918.0
20210907214000,27763.0
20210907214500,27605.0
20210907215000,27436.0
20210907215500,27209.0
20210907220000,26988.0
20210907220500,26706.0
20210907221000,26440.0
20210907221500,26216.0
20210907222000,26087.0
20210907222500,25904.0
20210907223000,25669.0
20210907223500,25536.0
2000,
20210915000000,23854.0
20210915000500,23812.0
20210915001000,23696.0
20210915001500,23558.0
20210915002000,23467.0
20210915002500,23436.0
20210915003000,23410.0
20210915003500,23429.0
20210915004000,23347.0
20210915004500,23367.0
20210915005000,23398.0
20210915005500,23442.0
20210915010000,23429.0
20210915010500,23437.0
20210915011000,23398.0
20210915011500,23353.0
20210915012000,23194.0
20210915012500,23080.0
20210915013000,22940.0
20210915013500,22902.0
20210915014000,22861.0
20210915014500,22751.0
20210915015000,22554.0
20210915015500,22471.0
20210915020000,22376.0
20210915020500,22449.0
20210915021000,22500.0
20210915021500,22492.0
20210915022000,22448.0
20210915022500,22410.0
20210915023000,22419.0
20210915023500,22452.0
20210915024000,22433.0
20210915024500,22441.0
20210915025000,22453.0
20210915025500,22508.0
20210915030000,22479.0
20210915030500,22398.0
20210915031000,22431.0
20210915031500,22475.0
20210915032000,22489.0
20210915032500,22490.0
20210915033000,22440.0
20210915033500,22643.0
20210915034000,22735.0
20210915034500,22729.0
20210915035000,22761.0
20210915035500,22897.0
20210915040000,22942.0
20210915040500,23566.0
20210915041000,24420.0
20210915041500,24503.0
20210915042000,24476.0
20210915042500,24577.0
20210915043000,24658.0
20210915043500,24828.0
20210915044000,25029.0
20210915044500,25133.0
20210915045000,25270.0
20210915045500,25520.0
20210915050000,25199.0
20210915050500,25481.0
20210915051000,25980.0
20210915051500,26325.0
20210915052000,26309.0
20210915052500,26375.0
20210915053000,26616.0
20210915053500,26922.0
20210915054000,27211.0
20210915054500,27517.0
20210915055000,27694.0
20210915055500,27915.0
20210915060000,28117.0
20210915060500,28742.0
20210915061000,29371.0
20210915061500,29891.0
20210915062000,30310.0
20210915062500,30692.0
20210915063000,30800.0
20210915063500,30933.0
20210915064000,31084.0
20210915064500,31074.0
20210915065000,31093.0
20210915065500,31187.0
20210915070000,31299.0
20210915070500,31434.0
20210915071000,31585.0
20210915071500,31573.0
20210915072000,31607.0
20210915072500,31555.0
20210915073000,31571.0
20210915073500,31691.0
20210915074000,31651.0
20210915074500,31555.0
20210915075000,31502.0
20210915075500,31462.0
20210915080000,31611.0
20210915080500,31669.0
20210915081000,31744.0
20210915081500,31742.0
20210915082000,31818.0
20210915082500,31783.0
20210915083000,31704.0
20210915083500,31710.0
20210915084000,31764.0
20210915084500,31652.0
20210915085000,31643.0
20210915085500,31695.0
20210915090000,31689.0
20210915090500,31720.0
20210915091000,31762.0
20210915091500,31758.0
20210915092000,31678.0
20210915092500,31609.0
20210915093000,31590.0
20210915093500,31615.0
20210915094000,31560.0
20210915094500,31381.0
20210915095000,31353.0
20210915095500,31285.0
20210915100000,31188.0
20210915100500,31047.0
20210915101000,30889.0
20210915101500,30852.0
20210915102000,30753.0
20210915102500,30666.0
20210915103000,30481.0
20210915103500,30456.0
20210915104000,30290.0
20210915104500,30287.0
20210915105000,30164.0
20210915105500,30072.0
20210915110000,30058.0
20210915110500,30299.0
20210915111000,30310.0
20210915111500,30300.0
20210915112000,30247.0
20210915112500,30241.0
20210915113000,30125.0
20210915113500,30043.0
20210915114000,29938.0
20210915114500,29895.0
20210915115000,29820.0
20210915115500,29636.0
20210915120000,29508.0
20210915120500,29541.0
20210915121000,29462.0
20210915121500,29351.0
20210915122000,29195.0
20210915122500,29100.0
20210915123000,28992.0
20210915123500,28941.0
20210915124000,28945.0
20210915124500,28993.0
20210915125000,28953.0
20210915125500,28846.0
20210915130000,28784.0
20210915130500,28826.0
20210915131000,28806.0
20210915131500,28759.0
20210915132000,28720.0
20210915132500,28751.0
20210915133000,28739.0
20210915133500,28758.0
20210915134000,28726.0
20210915134500,28702.0
20210915135000,28762.0
20210915135500,28781.0
20210915140000,28804.0
20210915140500,28902.0
20210915141000,28879.0
20210915141500,28893.0
20210915142000,28880.0
20210915142500,28950.0
20210915143000,29022.0
20210915143500,29173.0
20210915144000,29258.0
20210915144500,29429.0
20210915145000,29642.0
20210915145500,29877.0
20210915150000,29961.0
20210915150500,29986.0
20210915151000,30046.0
20210915151500,30374.0
20210915152000,30670.0
20210915152500,30860.0
20210915153000,30944.0
20210915153500,30912.0
20210915154000,30915.0
20210915154500,31057.0
20210915155000,31311.0
20210915155500,31473.0
20210915160000,31557.0
20210915160500,31746.0
20210915161000,31967.0
20210915161500,32050.0
20210915162000,32352.0
20210915162500,32457.0
20210915163000,32573.0
20210915163500,32644.0
20210915164000,32644.0
20210915164500,32593.0
20210915165000,32634.0
20210915165500,32722.0
20210915170000,32743.0
20210915170500,32826.0
20210915171000,32855.0
20210915171500,32885.0
20210915172000,32839.0
20210915172500,32957.0
20210915173000,32992.0
20210915173500,33144.0
20210915174000,33085.0
20210915174500,33060.0
20210915175000,33099.0
20210915175500,33068.0
20210915180000,33046.0
20210915180500,32994.0
20210915181000,33016.0
20210915181500,33068.0
20210915182000,33195.0
20210915182500,33156.0
20210915183000,33254.0
20210915183500,33474.0
20210915184000,33429.0
20210915184500,33412.0
20210915185000,33456.0
20210915185500,33348.0
20210915190000,33101.0
20210915190500,33107.0
20210915191000,32976.0
20210915191500,32844.0
20210915192000,32790.0
20210915192500,32683.0
20210915193000,32465.0
20210915193500,32325.0
20210915194000,31993.0
20210915194500,31759.0
20210915195000,31644.0
20210915195500,31483.0
20210915200000,31253.0
20210915200500,31023.0
20210915201000,30616.0
20210915201500,30434.0
20210915202000,30256.0
20210915202500,30127.0
20210915203000,29829.0
20210915203500,29564.0
20210915204000,29401.0
20210915204500,29354.0
20210915205000,29126.0
20210915205500,28893.0
20210915210000,28701.0
20210915210500,28714.0
20210915211000,28669.0
20210915211500,28381.0
20210915212000,28246.0
20210915212500,28069.0
20210915213000,27838.0
20210915213500,27890.0
20210915214000,27806.0
20210915214500,27773.0
20210915215000,27607.0
20210915215500,27363.0
20210915220000,27079.0
20210915220500,26684.0
20210915221000,26422.0
20210915221500,26191.0
20210915222000,26172.0
20210915222500,26114.0
20210915223000,25888.0
20210915223500,25806.0
20210915224000,25699.0
20210915224500,25464.0
20210915225000,25305.0
20210915225500,25121.0
20210915230000,24988.0
20210915230500,24681.0
20210915231000,24481.0
20210915231500,24402.0
20210915232000,24250.0
20210915232500,24135.0
20210915233000,24013.0
20210915233500,24079.0
20210915234000,24098.0
20210915234500,23986.0
20210915235000,23884.0
20210915235500,23808.0
20210916000000,23670.0
20210916000500,23652.0
20210916001000,23523.0
20210916001500,23387.0
20210916002000,23378.0
20210916002500,23277.0
20210916003000,23182.0
20210916003500,23076.0
20210916004000,23072.0
20210916004500,22836.0
20210916005000,22718.0
20210916005500,22644.0
20210916010000,22531.0
20210916010500,22688.0
20210916011000,22741.0
20210916011500,22749.0
20210916012000,22637.0
20210916012500,22515.0
20210916013000,22478.0
20210916013500,22565.0
20210916014000,22630.0
20210916014500,22568.0
20210916015000,22471.0
20210916015500,22455.0
20210916020000,22411.0
20210916020500,22605.0
20210916021000,22557.0
20210916021500,22473.0
20210916022000,22461.0
20210916022500,22428.0
20210916023000,22410.0
20210916023500,22430.0
20210916024000,22346.0
20210916024500,22291.0
20210916025000,22296.0
20210916025500,22348.0
20210916030000,22335.0
20210916030500,22271.0
20210916031000,22294.0
20210916031500,22262.0
20210916032000,22223.0
20210916032500,22315.0
20210916033000,22418.0
20210916033500,22452.0
20210916034000,22455.0
20210916034500,22446.0
20210916035000,22486.0
20210916035500,22531.0
20210916040000,22519.0
20210916040500,22689.0
20210916041000,23040.0
20210916041500,23178.0
20210916042000,23173.0
20210916042500,23188.0
20210916043000,23122.0
20210916043500,23277.0
20210916044000,23344.0
20210916044500,23476.0
20210916045000,23686.0
20210916045500,24037.0
20210916050000,24307.0
20210916050500,24908.0
20210916051000,25195.0
20210916051500,25401.0
20210916052000,25687.0
20210916052500,25929.0
20210916053000,26013.0
20210916053500,26275.0
20210916054000,26674.0
20210916054500,26991.0
20210916055000,27301.0
20210916055500,27574.0
20210916060000,27934.0
20210916060500,28526.0
20210916061000,28918.0
20210916061500,29345.0
20210916062000,29846.0
20210916062500,30036.0
20210916063000,30137.0
20210916063500,30351.0
20210916064000,30540.0
20210916064500,30776.0
20210916065000,30909.0
20210916065500,31002.0
20210916070000,31109.0
20210916070500,31182.0
20210916071000,31255.0
20210916071500,31276.0
20210916072000,31315.0
20210916072500,31375.0
20210916073000,31313.0
20210916073500,31348.0
20210916074000,31348.0
20210916074500,31282.0
20210916075000,31313.0
20210916075500,31307.0
20210916080000,31296.0
20210916080500,31421.0
20210916081000,31432.0
20210916081500,31352.0
20210916082000,31381.0
20210916082500,31330.0
20210916083000,31259.0
20210916083500,31126.0
20210916084000,30943.0
20210916084500,30758.0
20210916085000,30635.0
20210916085500,30497.0
20210916090000,30359.0
20210916090500,30195.0
20210916091000,30163.0
20210916091500,30066.0
20210916092000,29954.0
20210916092500,29754.0
20210916093000,29727.0
20210916093500,29572.0
20210916094000,29517.0
20210916094500,29558.0
20210916095000,29560.0
20210916095500,29541.0
20210916100000,29496.0
20210916100500,29533.0
20210916101000,29499.0
20210916101500,29510.0
20210916102000,29423.0
20210916102500,29445.0
20210916103000,29311.0
20210916103500,29295.0
20210916104000,29280.0
20210916104500,29284.0
20210916105000,29287.0
20210916105500,29287.0
20210916110000,29246.0
20210916110500,29145.0
20210916111000,29075.0
20210916111500,28973.0
20210916112000,28985.0
20210916112500,29044.0
20210916113000,29002.0
20210916113500,28958.0
20210916114000,28970.0
20210916114500,29042.0
20210916115000,29000.0
20210916115500,28836.0
20210916120000,28798.0
20210916120500,28964.0
20210916121000,28939.0
20210916121500,28852.0
20210916122000,28801.0
20210916122500,28780.0
20210916123000,28727.0
20210916123500,28727.0
20210916124000,28626.0
20210916124500,28675.0
20210916125000,28640.0
20210916125500,28544.0
20210916130000,28455.0
20210916130500,28525.0
20210916131000,28513.0
20210916131500,28458.0
20210916132000,28364.0
20210916132500,28324.0
20210916133000,28277.0
20210916133500,28311.0
20210916134000,28082.0
20210916134500,28087.0
20210916135000,28062.0
20210916135500,28302.0
20210916140000,28322.0
20210916140500,28420.0
20210916141000,28333.0
20210916141500,28323.0
20210916142000,28398.0
20210916142500,28504.0
20210916143000,28632.0
20210916143500,28743.0
20210916144000,28955.0
20210916144500,29119.0
20210916145000,29306.0
20210916145500,29518.0
20210916150000,29685.0
20210916150500,29831.0
20210916151000,30083.0
20210916151500,30227.0
20210916152000,30364.0
20210916152500,30644.0
20210916153000,30803.0
20210916153500,31016.0
20210916154000,31133.0
20210916154500,31370.0
20210916155000,31644.0
20210916155500,31846.0
20210916160000,31935.0
20210916160500,32211.0
20210916161000,32324.0
20210916161500,32511.0
20210916162000,32660.0
20210916162500,32825.0
20210916163000,32955.0
20210916163500,33039.0
20210916164000,33150.0
20210916164500,33207.0
20210916165000,33310.0
20210916165500,33357.0
20210916170000,33415.0
20210916170500,33509.0
20210916171000,33395.0
20210916171500,33355.0
20210916172000,33419.0
20210916172500,33443.0
20210916173000,33426.0
20210916173500,33377.0
20210916174000,33543.0
20210916174500,33632.0
20210916175000,33607.0
20210916175500,33556.0
20210916180000,33512.0
20210916180500,33370.0
20210916181000,33322.0
20210916181500,33107.0
20210916182000,33131.0
20210916182500,33237.0
20210916183000,33172.0
20210916183500,33389.0
20210916184000,33571.0
20210916184500,33662.0
20210916185000,33719.0
20210916185500,33657.0
20210916190000,33544.0
20210916190500,33510.0
20210916191000,33458.0
20210916191500,33250.0
20210916192000,33153.0
20210916192500,33034.0
20210916193000,32768.0
20210916193500,32668.0
20210916194000,32569.0
20210916194500,32255.0
20210916195000,32065.0
20210916195500,31837.0
20210916200000,31508.0
20210916200500,31687.0
20210916201000,31423.0
20210916201500,31094.0
20210916202000,30871.0
20210916202500,30666.0
20210916203000,30366.0
20210916203500,29921.0
