HDR,ROLLING SYSTEM DEMAND
VD,20210915222000,26172
VD,20210915222500,26114
VD,20210915223000,25888
VD,20210915223500,25806
VD,20210915224000,25699
VD,20210915224500,25464
VD,20210915225000,25305
VD,20210915225500,25121
VD,20210915230000,24988
VD,20210915230500,24681
VD,20210915231000,24481
VD,20210915231500,24402
VD,20210915232000,24250
VD,20210915232500,24135
VD,20210915233000,24013
VD,20210915233500,24079
VD,20210915234000,24098
VD,20210915234500,23986
VD,20210915235000,23884
VD,20210915235500,23808
VD,20210916000000,23670
VD,20210916000500,23652
VD,20210916001000,23523
VD,20210916001500,23387
VD,20210916002000,23378
VD,20210916002500,23277
VD,20210916003000,23182
VD,20210916003500,23076
VD,20210916004000,23072
VD,20210916004500,22836
VD,20210916005000,22718
VD,20210916005500,22644
VD,20210916010000,22531
VD,20210916010500,22688
VD,20210916011000,22741
VD,20210916011500,22749
VD,20210916012000,22637
VD,20210916012500,22515
VD,20210916013000,22478
VD,20210916013500,22565
VD,20210916014000,22630
VD,20210916014500,22568
VD,20210916015000,22471
VD,20210916015500,22455
VD,20210916020000,22411
VD,20210916020500,22605
VD,20210916021000,22557
VD,20210916021500,22473
VD,20210916022000,22461
VD,20210916022500,22428
VD,20210916023000,22410
VD,20210916023500,22430
VD,20210916024000,22346
VD,20210916024500,22291
VD,20210916025000,22296
VD,20210916025500,22348
VD,20210916030000,22335
VD,20210916030500,22271
VD,20210916031000,22294
VD,20210916031500,22262
VD,20210916032000,22223
VD,20210916032500,22315
VD,20210916033000,22418
VD,20210916033500,22452
VD,20210916034000,22455
VD,20210916034500,22446
VD,20210916035000,22486
VD,20210916035500,22531
VD,20210916040000,22519
VD,20210916040500,22689
VD,20210916041000,23040
VD,20210916041500,23178
VD,20210916042000,23173
VD,20210916042500,23188
VD,20210916043000,23122
VD,20210916043500,23277
VD,20210916044000,23344
VD,20210916044500,23476
VD,20210916045000,23686
VD,20210916045500,24037
VD,20210916050000,24307
VD,20210916050500,24908
VD,20210916051000,25195
VD,20210916051500,25401
VD,20210916052000,25687
VD,20210916052500,25929
VD,20210916053000,26013
VD,20210916053500,26275
VD,20210916054000,26674
VD,20210916054500,26991
VD,20210916055000,27301
VD,20210916055500,27574
VD,20210916060000,27934
VD,20210916060500,28526
VD,20210916061000,28918
VD,20210916061500,29345
VD,20210916062000,29846
VD,20210916062500,30036
VD,20210916063000,30137
VD,20210916063500,30351
VD,20210916064000,30540
VD,20210916064500,30776
VD,20210916065000,30909
VD,20210916065500,31002
VD,20210916070000,31109
VD,20210916070500,31182
VD,20210916071000,31255
VD,20210916071500,31276
VD,20210916072000,31315
VD,20210916072500,31375
VD,20210916073000,31313
VD,20210916073500,31348
VD,20210916074000,31348
VD,20210916074500,31282
VD,20210916075000,31313
VD,20210916075500,31307
VD,20210916080000,31296
VD,20210916080500,31421
VD,20210916081000,31432
VD,20210916081500,31352
VD,20210916082000,31381
VD,20210916082500,31330
VD,20210916083000,31259
VD,20210916083500,31126
VD,20210916084000,30943
VD,20210916084500,30758
VD,20210916085000,30635
VD,20210916085500,30497
VD,20210916090000,30359
VD,20210916090500,30195
VD,20210916091000,30163
VD,20210916091500,30066
VD,20210916092000,29954
VD,20210916092500,29754
VD,20210916093000,29727
VD,20210916093500,29572
VD,20210916094000,29517
VD,20210916094500,29558
VD,20210916095000,29560
VD,20210916095500,29541
VD,20210916100000,29496
VD,20210916100500,29533
VD,20210916101000,29499
VD,20210916101500,29510
VD,20210916102000,29423
VD,20210916102500,29445
VD,20210916103000,29311
VD,20210916103500,29295
VD,20210916104000,29280
VD,20210916104500,29284
VD,20210916105000,29287
VD,20210916105500,29287
VD,20210916110000,29246
VD,20210916110500,29145
VD,20210916111000,29075
VD,20210916111500,28973
VD,20210916112000,28985
VD,20210916112500,29044
VD,20210916113000,29002
VD,20210916113500,28958
VD,20210916114000,28970
VD,20210916114500,29042
VD,20210916115000,29000
VD,20210916115500,28836
VD,20210916120000,28798
VD,20210916120500,28964
VD,20210916121000,28939
VD,20210916121500,28852
VD,20210916122000,28801
VD,20210916122500,28780
VD,20210916123000,28727
VD,20210916123500,28727
VD,20210916124000,28626
VD,20210916124500,28675
VD,20210916125000,28640
VD,20210916125500,28544
VD,20210916130000,28455
VD,20210916130500,28525
VD,20210916131000,28513
VD,20210916131500,28458
VD,20210916132000,28364
VD,20210916132500,28324
VD,20210916133000,28277
VD,20210916133500,28311
VD,20210916134000,28082
VD,20210916134500,28087
VD,20210916135000,28062
VD,20210916135500,28302
VD,20210916140000,28322
VD,20210916140500,28420
VD,20210916141000,28333
VD,20210916141500,28323
VD,20210916142000,28398
VD,20210916142500,28504
VD,20210916143000,28632
VD,20210916143500,28743
VD,20210916144000,28955
VD,20210916144500,29119
VD,20210916145000,29306
VD,20210916145500,29518
VD,20210916150000,29685
VD,20210916150500,29831
VD,20210916151000,30083
VD,20210916151500,30227
VD,20210916152000,30364
VD,20210916152500,30644
VD,20210916153000,30803
VD,20210916153500,31016
VD,20210916154000,31133
VD,20210916154500,31370
VD,20210916155000,31644
VD,20210916155500,31846
VD,20210916160000,31935
VD,20210916160500,32211
VD,20210916161000,32324
VD,20210916161500,32511
VD,20210916162000,32660
VD,20210916162500,32825
VD,20210916163000,32955
VD,20210916163500,33039
VD,20210916164000,33150
VD,20210916164500,33207
VD,20210916165000,33310
VD,20210916165500,33357
VD,20210916170000,33415
VD,20210916170500,33509
VD,20210916171000,33395
VD,20210916171500,33355
VD,20210916172000,33419
VD,20210916172500,33443
VD,20210916173000,33426
VD,20210916173500,33377
VD,20210916174000,33543
VD,20210916174500,33632
VD,20210916175000,33607
VD,20210916175500,33556
VD,20210916180000,33512
VD,20210916180500,33370
VD,20210916181000,33322
VD,20210916181500,33107
VD,20210916182000,33131
VD,20210916182500,33237
VD,20210916183000,33172
VD,20210916183500,33389
VD,20210916184000,33571
VD,20210916184500,33662
VD,20210916185000,33719
VD,20210916185500,33657
VD,20210916190000,33544
VD,20210916190500,33510
VD,20210916191000,33458
VD,20210916191500,33250
VD,20210916192000,33153
VD,20210916192500,33034
VD,20210916193000,32768
VD,20210916193500,32668
VD,20210916194000,32569
VD,20210916194500,32255
VD,20210916195000,32065
VD,20210916195500,31837
VD,20210916200000,31508
VD,20210916200500,31687
VD,20210916201000,31423
VD,20210916201500,31094
VD,20210916202000,30871
VD,20210916202500,30666
VD,20210916203000,30366
VD,20210916203500,29921
VD,20210916204000,29557
VD,20210916204500,29242
VD,20210916205000,28986
VD,20210916205500,28691
VD,20210916210000,28643
VD,20210916210500,28794
VD,20210916211000,28814
VD,20210916211500,28640
VD,20210916212000,28402
VD,20210916212500,28070
VD,20210916213000,27775
VD,20210916213500,27490
VD,20210916214000,27135
VD,20210916214500,26872
VD,20210916215000,26625
VD,20210916215500,26379
VD,20210916220000,26040
VD,20210916220500,25741
VD,20210916221000,25388
VD,20210916221500,25140
VD,20210916222000,24914
VD,20210916222500,24684
VD,20210916223000,24502
VD,20210916223500,24249
VD,20210916224000,24011
VD,20210916224500,23773
VD,20210916225000,23559
VD,20210916225500,23326
VD,20210916230000,23112
VD,20210916230500,22999
VD,20210916231000,22778
VD,20210916231500,22570
VD,20210916232000,22432
VD,20210916232500,22291
VD,20210916233000,22167
VD,20210916233500,22191
VD,20210916234000,22141
VD,20210916234500,22042
VD,20210916235000,21958
VD,20210916235500,22025
VD,20210917000000,21957
VD,20210917000500,21855
VD,20210917001000,21800
VD,20210917001500,21752
VD,20210917002000,21708
VD,20210917002500,21637
VD,20210917003000,21586
VD,20210917003500,21800
VD,20210917004000,21682
VD,20210917004500,21711
VD,20210917005000,21627
VD,20210917005500,21500
VD,20210917010000,21405
VD,20210917010500,21338
VD,20210917011000,21322
VD,20210917011500,21279
VD,20210917012000,21246
VD,20210917012500,21292
VD,20210917013000,21194
VD,20210917013500,21115
VD,20210917014000,21073
VD,20210917014500,21019
VD,20210917015000,20968
VD,20210917015500,20942
VD,20210917020000,20938
VD,20210917020500,20929
VD,20210917021000,20891
VD,20210917021500,20864
VD,20210917022000,20783
VD,20210917022500,20743
VD,20210917023000,20707
VD,20210917023500,20738
VD,20210917024000,20741
VD,20210917024500,20797
VD,20210917025000,20805
VD,20210917025500,20841
VD,20210917030000,20837
VD,20210917030500,20740
VD,20210917031000,20795
VD,20210917031500,20823
VD,20210917032000,20786
VD,20210917032500,20657
VD,20210917033000,20747
VD,20210917033500,20761
VD,20210917034000,20798
VD,20210917034500,20802
VD,20210917035000,20785
VD,20210917035500,20664
VD,20210917040000,20671
VD,20210917040500,21005
VD,20210917041000,21648
VD,20210917041500,21630
VD,20210917042000,21642
VD,20210917042500,21785
VD,20210917043000,21946
VD,20210917043500,22139
VD,20210917044000,22298
VD,20210917044500,22485
VD,20210917045000,22762
VD,20210917045500,23049
VD,20210917050000,23286
VD,20210917050500,23399
VD,20210917051000,23859
VD,20210917051500,24176
VD,20210917052000,24387
VD,20210917052500,24672
VD,20210917053000,24902
VD,20210917053500,25227
VD,20210917054000,25654
VD,20210917054500,25987
VD,20210917055000,26305
VD,20210917055500,26717
VD,20210917060000,26904
VD,20210917060500,27301
VD,20210917061000,27822
VD,20210917061500,28171
VD,20210917062000,28293
VD,20210917062500,28578
VD,20210917063000,28814
VD,20210917063500,29023
VD,20210917064000,29169
VD,20210917064500,29230
VD,20210917065000,29324
VD,20210917065500,29405
VD,20210917070000,29559
VD,20210917070500,29965
VD,20210917071000,30156
VD,20210917071500,30253
VD,20210917072000,30317
VD,20210917072500,30281
VD,20210917073000,30243
VD,20210917073500,30270
VD,20210917074000,30294
VD,20210917074500,30440
VD,20210917075000,30413
VD,20210917075500,30378
VD,20210917080000,30475
VD,20210917080500,30514
VD,20210917081000,30649
VD,20210917081500,30732
VD,20210917082000,30837
VD,20210917082500,30956
VD,20210917083000,30985
VD,20210917083500,30885
VD,20210917084000,30784
VD,20210917084500,30704
VD,20210917085000,30695
VD,20210917085500,30638
VD,20210917090000,30443
VD,20210917090500,30086
VD,20210917091000,29928
VD,20210917091500,29873
VD,20210917092000,29788
VD,20210917092500,29725
VD,20210917093000,29621
VD,20210917093500,29558
VD,20210917094000,29449
VD,20210917094500,29373
VD,20210917095000,29358
VD,20210917095500,29348
VD,20210917100000,29403
VD,20210917100500,29455
VD,20210917101000,29727
VD,20210917101500,29745
VD,20210917102000,29533
VD,20210917102500,29472
VD,20210917103000,29446
VD,20210917103500,29477
VD,20210917104000,29467
VD,20210917104500,29516
VD,20210917105000,29512
VD,20210917105500,29450
VD,20210917110000,29417
VD,20210917110500,29572
VD,20210917111000,29596
VD,20210917111500,29609
VD,20210917112000,29706
VD,20210917112500,29761
VD,20210917113000,29713
VD,20210917113500,29662
VD,20210917114000,29602
VD,20210917114500,29544
VD,20210917115000,29473
VD,20210917115500,29296
VD,20210917120000,29187
VD,20210917120500,29380
VD,20210917121000,29216
VD,20210917121500,29096
VD,20210917122000,29037
VD,20210917122500,28936
VD,20210917123000,28807
VD,20210917123500,28787
VD,20210917124000,28704
VD,20210917124500,28645
VD,20210917125000,28710
VD,20210917125500,28605
VD,20210917130000,28473
VD,20210917130500,28441
VD,20210917131000,28510
VD,20210917131500,28515
VD,20210917132000,28530
VD,20210917132500,28517
VD,20210917133000,28540
VD,20210917133500,28516
VD,20210917134000,28448
VD,20210917134500,28411
VD,20210917135000,28383
VD,20210917135500,28300
VD,20210917140000,28330
VD,20210917140500,28392
VD,20210917141000,28492
VD,20210917141500,28615
VD,20210917142000,28641
VD,20210917142500,28774
VD,20210917143000,28939
VD,20210917143500,29012
VD,20210917144000,29088
VD,20210917144500,29196
VD,20210917145000,29241
VD,20210917145500,29398
VD,20210917150000,29595
VD,20210917150500,29717
VD,20210917151000,29772
VD,20210917151500,29853
VD,20210917152000,29996
VD,20210917152500,30058
VD,20210917153000,30181
VD,20210917153500,30444
VD,20210917154000,30581
VD,20210917154500,30752
VD,20210917155000,30923
VD,20210917155500,30976
VD,20210917160000,31125
VD,20210917160500,31373
VD,20210917161000,31467
VD,20210917161500,31572
VD,20210917162000,31739
VD,20210917162500,31827
VD,20210917163000,31793
VD,20210917163500,31773
VD,20210917164000,31751
VD,20210917164500,31807
VD,20210917165000,31926
VD,20210917165500,31933
VD,20210917170000,31940
VD,20210917170500,32055
VD,20210917171000,31962
VD,20210917171500,31927
VD,20210917172000,31899
VD,20210917172500,31811
VD,20210917173000,31756
VD,20210917173500,31654
VD,20210917174000,31689
VD,20210917174500,31814
VD,20210917175000,31973
VD,20210917175500,32007
VD,20210917180000,31987
VD,20210917180500,31993
VD,20210917181000,31917
VD,20210917181500,31937
VD,20210917182000,31995
VD,20210917182500,32021
VD,20210917183000,32055
VD,20210917183500,32237
VD,20210917184000,32240
VD,20210917184500,32202
VD,20210917185000,32216
VD,20210917185500,32038
VD,20210917190000,31826
VD,20210917190500,31951
VD,20210917191000,31881
VD,20210917191500,31606
VD,20210917192000,31354
VD,20210917192500,31135
VD,20210917193000,30981
VD,20210917193500,30971
VD,20210917194000,30903
VD,20210917194500,30778
VD,20210917195000,30620
VD,20210917195500,30357
VD,20210917200000,30108
VD,20210917200500,30014
VD,20210917201000,29843
VD,20210917201500,29642
VD,20210917202000,29670
VD,20210917202500,29520
VD,20210917203000,29421
VD,20210917203500,29366
VD,20210917204000,29093
VD,20210917204500,28752
VD,20210917205000,28647
VD,20210917205500,28458
VD,20210917210000,28240
VD,20210917210500,28255
VD,20210917211000,28143
VD,20210917211500,27899
VD,20210917212000,27700
VD,20210917212500,27494
VD,20210917213000,27285
VD,20210917213500,27083
VD,20210917214000,26805
VD,20210917214500,26575
VD,20210917215000,26366
VD,20210917215500,26146
VD,20210917220000,25906
VD,20210917220500,25680
VD,20210917221000,25513
VD,20210917221500,25318
VD,20210917222000,25164
VD,20210917222500,24973
VD,20210917223000,24661
VD,20210917223500,24429
VD,20210917224000,24147
VD,20210917224500,23937
VD,20210917225000,23742
VD,20210917225500,23574
VD,20210917230000,23424
VD,20210917230500,23345
VD,20210917231000,23237
VD,20210917231500,23108
VD,20210917232000,23047
VD,20210917232500,22832
VD,20210917233000,23673
VD,20210917233500,22746
VD,20210917234000,22735
VD,20210917234500,22616
VD,20210917235000,22464
VD,20210917235500,22279
VD,20210918000000,22178
VD,20210918000500,22378
VD,20210918001000,22380
VD,20210918001500,22362
VD,20210918002000,22435
VD,20210918002500,22442
VD,20210918003000,22378
VD,20210918003500,22441
VD,20210918004000,22415
VD,20210918004500,22366
VD,20210918005000,22310
VD,20210918005500,22252
VD,20210918010000,22178
VD,20210918010500,22122
VD,20210918011000,22072
VD,20210918011500,21981
VD,20210918012000,21915
VD,20210918012500,21846
VD,20210918013000,21828
VD,20210918013500,21806
VD,20210918014000,21751
VD,20210918014500,21694
VD,20210918015000,21600
VD,20210918015500,21555
VD,20210918020000,21496
VD,20210918020500,21474
VD,20210918021000,21399
VD,20210918021500,21365
VD,20210918022000,21336
VD,20210918022500,21324
VD,20210918023000,21329
VD,20210918023500,21399
VD,20210918024000,21121
VD,20210918024500,21245
VD,20210918025000,21238
VD,20210918025500,21216
VD,20210918030000,21161
VD,20210918030500,21143
VD,20210918031000,21108
VD,20210918031500,21082
VD,20210918032000,21088
VD,20210918032500,20920
VD,20210918033000,20925
VD,20210918033500,20938
VD,20210918034000,20969
VD,20210918034500,20994
VD,20210918035000,21024
VD,20210918035500,21061
VD,20210918040000,21092
VD,20210918040500,21195
VD,20210918041000,21048
VD,20210918041500,20933
VD,20210918042000,20809
VD,20210918042500,20811
VD,20210918043000,20819
VD,20210918043500,20879
VD,20210918044000,20927
VD,20210918044500,20984
VD,20210918045000,21138
VD,20210918045500,21253
VD,20210918050000,21411
VD,20210918050500,21741
VD,20210918051000,21955
VD,20210918051500,22045
VD,20210918052000,22144
VD,20210918052500,22231
VD,20210918053000,22239
VD,20210918053500,22346
VD,20210918054000,22463
VD,20210918054500,22620
VD,20210918055000,22799
VD,20210918055500,22995
VD,20210918060000,23126
VD,20210918060500,23382
VD,20210918061000,23704
VD,20210918061500,23937
VD,20210918062000,24135
VD,20210918062500,24270
VD,20210918063000,24316
VD,20210918063500,24517
VD,20210918064000,24716
VD,20210918064500,24910
VD,20210918065000,25079
VD,20210918065500,25312
VD,20210918070000,25522
VD,20210918070500,25825
VD,20210918071000,25958
VD,20210918071500,26119
VD,20210918072000,26321
VD,20210918072500,26467
VD,20210918073000,26524
VD,20210918073500,26686
VD,20210918074000,26700
VD,20210918074500,26700
VD,20210918075000,26733
VD,20210918075500,26707
VD,20210918080000,26623
VD,20210918080500,26622
VD,20210918081000,26647
VD,20210918081500,26627
VD,20210918082000,26546
VD,20210918082500,26518
VD,20210918083000,26434
VD,20210918083500,26406
VD,20210918084000,26361
VD,20210918084500,26251
VD,20210918085000,26153
VD,20210918085500,26038
VD,20210918090000,26003
VD,20210918090500,26082
VD,20210918091000,26058
VD,20210918091500,26073
VD,20210918092000,26026
VD,20210918092500,25944
VD,20210918093000,25887
VD,20210918093500,25890
VD,20210918094000,25906
VD,20210918094500,25834
VD,20210918095000,25662
VD,20210918095500,25511
VD,20210918100000,25455
VD,20210918100500,25431
VD,20210918101000,25342
VD,20210918101500,25207
VD,20210918102000,25183
VD,20210918102500,25120
VD,20210918103000,25063
VD,20210918103500,25059
VD,20210918104000,25039
VD,20210918104500,25046
VD,20210918105000,25072
VD,20210918105500,25024
VD,20210918110000,24906
VD,20210918110500,25000
VD,20210918111000,25108
VD,20210918111500,25159
VD,20210918112000,25182
VD,20210918112500,25244
VD,20210918113000,25214
VD,20210918113500,25333
VD,20210918114000,25309
VD,20210918114500,25312
VD,20210918115000,25297
VD,20210918115500,25283
VD,20210918120000,25315
VD,20210918120500,25434
VD,20210918121000,25501
VD,20210918121500,25547
VD,20210918122000,25491
VD,20210918122500,25502
VD,20210918123000,25502
VD,20210918123500,25554
VD,20210918124000,25555
VD,20210918124500,25583
VD,20210918125000,25532
VD,20210918125500,25539
VD,20210918130000,25455
VD,20210918130500,25472
VD,20210918131000,25419
VD,20210918131500,25323
VD,20210918132000,25296
VD,20210918132500,25349
VD,20210918133000,25316
VD,20210918133500,25330
VD,20210918134000,25387
VD,20210918134500,25418
VD,20210918135000,25460
VD,20210918135500,25538
VD,20210918140000,25554
VD,20210918140500,25655
VD,20210918141000,25794
VD,20210918141500,25837
VD,20210918142000,25883
VD,20210918142500,25885
VD,20210918143000,25904
VD,20210918143500,25951
VD,20210918144000,26034
VD,20210918144500,26104
VD,20210918145000,26198
VD,20210918145500,26303
VD,20210918150000,26373
VD,20210918150500,26587
VD,20210918151000,26668
VD,20210918151500,26768
VD,20210918152000,26850
VD,20210918152500,26936
VD,20210918153000,26927
VD,20210918153500,26895
VD,20210918154000,26965
VD,20210918154500,27092
VD,20210918155000,27224
VD,20210918155500,27317
VD,20210918160000,27470
VD,20210918160500,27718
VD,20210918161000,27975
VD,20210918161500,28175
VD,20210918162000,28342
VD,20210918162500,28591
VD,20210918163000,28703
VD,20210918163500,28823
VD,20210918164000,28878
VD,20210918164500,28925
VD,20210918165000,28986
VD,20210918165500,28977
VD,20210918170000,29115
VD,20210918170500,29220
VD,20210918171000,29221
VD,20210918171500,29233
VD,20210918172000,29381
VD,20210918172500,29483
VD,20210918173000,29516
VD,20210918173500,29590
VD,20210918174000,29761
VD,20210918174500,29791
VD,20210918175000,29845
VD,20210918175500,29915
VD,20210918180000,30057
VD,20210918180500,30286
VD,20210918181000,30460
VD,20210918181500,30419
VD,20210918182000,30474
VD,20210918182500,30452
VD,20210918183000,30472
VD,20210918183500,30401
VD,20210918184000,30364
VD,20210918184500,30370
VD,20210918185000,30305
VD,20210918185500,30156
VD,20210918190000,30235
VD,20210918190500,30099
VD,20210918191000,30106
VD,20210918191500,30051
VD,20210918192000,29919
VD,20210918192500,29662
VD,20210918193000,29448
VD,20210918193500,29353
VD,20210918194000,29165
VD,20210918194500,29024
VD,20210918195000,28769
VD,20210918195500,28592
VD,20210918200000,28498
VD,20210918200500,28338
VD,20210918201000,28158
VD,20210918201500,28032
VD,20210918202000,27872
VD,20210918202500,27699
VD,20210918203000,27422
VD,20210918203500,27281
VD,20210918204000,27122
VD,20210918204500,26928
VD,20210918205000,26777
VD,20210918205500,26647
VD,20210918210000,26486
VD,20210918210500,26220
VD,20210918211000,26052
VD,20210918211500,25798
VD,20210918212000,25622
VD,20210918212500,25434
VD,20210918213000,25239
VD,20210918213500,25059
VD,20210918214000,24866
VD,20210918214500,24659
VD,20210918215000,24404
VD,20210918215500,24186
VD,20210918220000,23969
VD,20210918220500,23813
VD,20210918221000,23712
VD,20210918221500,23571
VD,20210918222000,23313
VD,20210918222500,23182
VD,20210918223000,23042
VD,20210918223500,22962
VD,20210918224000,22900
VD,20210918224500,22837
VD,20210918225000,22867
VD,20210918225500,22732
VD,20210918230000,22552
VD,20210918230500,22449
VD,20210918231000,22264
VD,20210918231500,22142
VD,20210918232000,22001
VD,20210918232500,21919
VD,20210918233000,21822
VD,20210918233500,21805
VD,20210918234000,21879
VD,20210918234500,21881
VD,20210918235000,21798
VD,20210918235500,21696
VD,20210919000000,21638
VD,20210919000500,21678
VD,20210919001000,21640
VD,20210919001500,21618
VD,20210919002000,21676
VD,20210919002500,21659
VD,20210919003000,21642
VD,20210919003500,21689
VD,20210919004000,21658
VD,20210919004500,21580
VD,20210919005000,21313
